City_ID,City,Country,Lat,Lng,Max Temp,Percent Humidity,Percent Cloudiness,Wind Speed,Current Weather Description
332,Corner Brook,CA,48.9667,-57.9484,40.21,86,100,10.2,overcast clouds
333,Manavgat,TR,36.7867,31.4431,46.81,62,100,3.98,overcast clouds
334,Nouadhibou,MR,20.931,-17.0347,67.08,69,45,20.49,scattered clouds
335,Cumra,TR,37.5732,32.7745,26.74,92,87,1.86,overcast clouds
336,Zonguldak,TR,41.25,31.8333,34.74,89,95,1.86,overcast clouds
337,Muscat,OM,23.6139,58.5922,68.02,60,0,3.51,clear sky
338,Vorukh,TJ,39.8494,70.5838,32.36,83,100,3.85,overcast clouds
339,Ocos,GT,14.5094,-92.1933,95.5,54,0,9.8,clear sky
340,Tonj,SS,7.2737,28.6822,81.79,21,2,4.92,clear sky
341,Pyapon,MM,16.2833,95.6833,65.23,63,58,9.01,broken clouds
342,Naberera,TZ,-4.2,36.9333,64.69,84,100,4.05,moderate rain
343,Wattegama,LK,6.7989,81.4808,72.61,94,100,3.91,overcast clouds
344,Phalaborwa,ZA,-23.943,31.1411,76.46,50,0,8.86,clear sky
345,San Antonio,US,29.4241,-98.4936,59.45,39,100,23.02,overcast clouds
346,Egerszalok,HU,47.8667,20.3333,30.24,62,2,4.61,clear sky
347,Danilovka,RU,50.3557,44.1168,25.48,98,99,6.22,overcast clouds
348,Mindelo,CV,16.8901,-24.9804,72.95,64,100,20.71,overcast clouds
349,Heerenveen,NL,52.95,5.9333,40.98,75,100,16.6,overcast clouds
350,Luanda,AO,-8.8368,13.2343,77.54,84,1,10.45,clear sky
351,Uyuni,BO,-20.4597,-66.825,64.6,11,96,11.74,overcast clouds
352,Letenye,HU,46.433,16.7258,31.66,60,0,3.11,clear sky
353,Puerto Del Rosario,ES,28.5004,-13.8627,65.95,77,0,10.36,clear sky
354,Riyadh,SA,24.6877,46.7219,55.54,31,0,13.09,clear sky
355,Tabou,CI,4.423,-7.3528,78.58,85,5,6.35,clear sky
356,Shagonar,RU,51.5333,92.8,-25.8,99,95,2.17,overcast clouds
357,Yurimaguas,PE,-5.9,-76.0833,89.76,58,20,8.05,few clouds
358,Jardim,BR,-21.4803,-56.1381,95.5,27,99,1.86,overcast clouds
359,Labytnangi,RU,66.6572,66.4183,-16.87,99,100,7.25,overcast clouds
360,Aqtobe,KZ,50.2797,57.2072,26.69,86,100,11.18,overcast clouds
361,Taylorville,US,39.5489,-89.2945,19.38,63,100,8.05,overcast clouds
362,Ratnagiri,IN,16.9833,73.3,74.73,55,22,6.17,few clouds
363,Monte Patria,CL,-30.6919,-70.9467,83.32,35,1,13.06,clear sky
364,Sonamukhi,IN,23.3,87.4167,61.14,45,14,5.86,few clouds
365,Vestmannaeyjar,IS,63.4427,-20.2734,28.26,78,23,3.62,few clouds
366,Mount Pleasant,US,32.7941,-79.8626,70.18,52,40,5.01,scattered clouds
367,Suluq,LY,31.6682,20.2521,52.61,71,0,2.39,clear sky
368,Maracacume,BR,-2.0428,-45.9592,78.35,90,100,1.57,overcast clouds
369,Aron,IN,24.3833,77.4167,56.88,37,0,5.37,clear sky
370,Agadez,NE,19.75,10.25,62.49,19,0,5.84,clear sky
371,Tura,IN,25.5198,90.2201,54.79,75,0,3.98,clear sky
372,Shubarshi,KZ,48.5872,57.1869,22.51,95,100,7.36,overcast clouds
373,Yajalon,MX,17.2333,-92.3333,75.02,55,15,5.91,few clouds
374,Husavik,IS,66.0449,-17.3389,16.36,87,93,7.36,overcast clouds
375,Richards Bay,ZA,-28.783,32.0377,73.85,87,0,9.1,clear sky
376,Nova Odesa,UA,47.3078,31.7851,34.18,72,8,8.86,clear sky
377,Pangody,RU,65.85,74.4859,-9.09,95,7,15.12,clear sky
378,Frolovo,RU,49.7713,43.6622,27.39,96,100,9.44,overcast clouds
379,Cervo,ES,43.6702,-7.4101,46.2,84,29,4.54,scattered clouds
380,Plasy,CZ,49.9345,13.3904,34.88,87,53,3.04,broken clouds
381,Harer,ET,9.3094,42.1258,58.77,63,73,10.27,broken clouds
382,Havre-Saint-Pierre,CA,50.2334,-63.5986,33.19,99,100,12.06,light snow
383,Aksu,CN,41.1231,80.2644,30.4,43,32,3.83,scattered clouds
384,Aksarka,RU,66.5606,67.7975,-12.17,94,100,7.74,overcast clouds
385,Chirgaon,IN,25.5833,78.8167,55.74,36,0,2.48,clear sky
386,Kirando,TZ,-7.4167,30.6,71.85,81,99,3.49,overcast clouds
387,Bjornevatn,NO,69.6672,29.9847,5.34,78,0,8.05,clear sky
388,Kemijarvi,FI,66.7131,27.4306,-5.91,100,40,1.95,scattered clouds
389,Fougamou,GA,-1.2154,10.5838,76.77,90,99,3.89,moderate rain
390,Barra Patuca,HN,15.8,-84.2833,82.71,67,6,10.83,clear sky
391,Damghan,IR,36.1683,54.348,40.64,61,0,2.28,clear sky
392,Rengo,CL,-34.4167,-70.8667,92.23,12,2,11.48,clear sky
393,Dwarka,IN,22.2394,68.9678,70.12,54,0,10.58,clear sky
394,Maloy,NO,61.9353,5.1136,42.53,92,100,8.99,moderate rain
395,Sergiyevsk,RU,53.9413,51.165,26.71,97,100,6.26,overcast clouds
396,Saint-Louis,SN,16.3333,-15.0,78.26,12,78,12.12,broken clouds
397,Altamira,BR,-3.2033,-52.2064,81.28,77,57,5.39,broken clouds
398,Weligama,LK,5.9667,80.4167,74.89,91,100,3.42,overcast clouds
399,Rolla,US,37.9514,-91.7713,28.54,44,0,11.5,clear sky
400,Zabolotovka,RU,50.2737,39.3147,28.78,91,95,12.17,overcast clouds
401,Loubomo,CG,-4.1997,12.6739,73.99,89,100,4.63,light rain
402,Juan Lacaze,UY,-34.4342,-57.4381,69.87,69,100,19.71,overcast clouds
403,Kita,ML,13.0349,-9.4895,78.26,11,5,5.5,clear sky
404,Tiznit,MA,29.5833,-9.5,57.61,55,0,1.9,clear sky
405,Garissa,KE,-0.4536,39.6401,79.34,65,82,16.08,broken clouds
406,Guanica,PR,17.9716,-66.908,82.33,75,19,11.99,few clouds
407,Salina,US,38.8403,-97.6114,42.03,39,0,10.36,clear sky
408,Aktash,RU,50.3,87.7333,-23.66,76,2,4.74,clear sky
409,Quatre Cocos,MU,-20.2078,57.7625,79.09,85,9,10.6,light rain
410,Artvin,TR,41.1667,41.8333,34.88,64,6,0.25,clear sky
411,Wilmington Island,US,32.0036,-80.9737,67.98,60,75,4.61,broken clouds
412,Kargil,IN,34.5667,76.1,-16.47,79,76,3.44,broken clouds
413,Kudahuvadhoo,MV,2.6708,72.8944,81.25,69,100,6.78,moderate rain
414,Balkanabat,TM,39.5108,54.3671,45.23,54,0,3.44,clear sky
415,La Macarena,CO,2.1837,-73.7849,93.61,32,99,7.27,overcast clouds
416,Mahon,ES,39.8885,4.2658,48.76,81,0,4.61,clear sky
417,Agropoli,IT,40.3469,14.9966,53.73,79,100,5.48,overcast clouds
418,Rio Gallegos,AR,-51.6226,-69.2181,69.85,19,40,31.07,scattered clouds
419,Thinadhoo,MV,0.5333,72.9333,81.27,71,100,8.77,heavy intensity rain
420,Goderich,CA,43.7501,-81.7165,15.91,83,100,12.95,overcast clouds
421,Rimavska Sobota,SK,48.3828,20.0224,31.66,61,53,2.51,broken clouds
422,Margate,GB,51.3813,1.3862,45.3,67,100,7.0,overcast clouds
423,Watertown,US,42.3709,-71.1828,61.34,40,0,24.16,clear sky
424,Kot Diji,PK,27.3427,68.7083,59.02,23,0,5.06,clear sky
425,Maraa,BR,-1.8333,-65.3667,85.78,65,82,3.65,moderate rain
426,Mlowo,TZ,-9.0,32.9833,60.96,93,98,1.41,overcast clouds
427,Diamantino,BR,-14.4086,-56.4461,80.64,84,97,1.74,overcast clouds
428,Labuhan,ID,-6.8844,112.2051,78.13,80,100,4.18,light rain
429,Sioux Lookout,CA,50.1001,-91.917,-4.88,75,100,3.98,overcast clouds
430,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,74,40,13.8,scattered clouds
431,Shakhovskaya,RU,56.0283,35.5097,23.86,89,100,14.9,overcast clouds
432,Progreso,MX,21.2833,-89.6667,89.71,77,93,12.88,overcast clouds
433,Hunsur,IN,12.3075,76.2878,67.46,67,5,3.98,clear sky
434,Bajah,YE,13.8141,44.6301,66.72,75,100,0.81,overcast clouds
435,Krasnokamensk,RU,50.0979,118.0369,-19.66,100,98,2.73,overcast clouds
436,Ouesso,CG,1.6136,16.0517,78.42,28,100,0.6,overcast clouds
437,Krasnoslobodsk,RU,48.7072,44.5714,31.82,100,100,6.71,light snow
438,Eyl,SO,7.9803,49.8164,75.74,65,99,15.39,overcast clouds
439,Atasu,KZ,48.6814,71.6433,16.54,95,100,12.71,light snow
440,Esil,KZ,51.9556,66.4042,21.54,96,100,10.87,light snow
441,Saint-Pierre,RE,-21.3393,55.4781,78.44,83,75,6.91,broken clouds
442,San Pedro,PH,14.35,121.0167,78.35,82,100,7.0,overcast clouds
443,Hammerfest,NO,70.6634,23.6821,27.05,93,100,16.11,overcast clouds
444,Garowe,SO,8.4054,48.4845,68.86,65,69,11.12,broken clouds
445,Kilindoni,TZ,-7.9139,39.6668,80.64,77,100,8.93,light rain
446,Mantua,IT,45.1667,10.7833,42.49,66,4,3.91,clear sky
447,The Valley,AI,18.217,-63.0578,77.09,71,0,21.77,clear sky
448,Stephenville,US,32.2207,-98.2023,46.49,31,75,17.27,broken clouds
449,Moose Factory,CA,51.2585,-80.6094,-7.73,78,81,8.41,broken clouds
450,Alenquer,BR,-1.9417,-54.7383,86.34,80,96,2.46,overcast clouds
451,Llangefni,GB,53.2556,-4.3106,50.65,93,75,18.41,broken clouds
452,Marsa Matruh,EG,31.3525,27.2453,56.79,71,0,7.94,clear sky
453,Akhmim,EG,26.5622,31.745,58.73,29,0,5.12,clear sky
454,Calama,CL,-22.4667,-68.9333,73.89,13,0,21.85,clear sky
455,Mahad,IN,18.0833,73.4167,72.75,47,49,3.13,scattered clouds
456,Benjamin Aceval,PY,-24.9667,-57.5667,93.34,21,40,5.66,scattered clouds
457,Khanpur,PK,28.6453,70.6567,61.23,23,0,2.57,clear sky
458,Galveston,US,29.3669,-94.9669,60.01,75,100,25.32,overcast clouds
459,San Jose,US,37.3394,-121.895,79.54,43,40,5.75,scattered clouds
460,Yazman,PK,29.1212,71.7446,64.02,20,0,4.83,clear sky
461,Mala,PE,-12.6581,-76.6308,73.98,73,90,6.85,overcast clouds
462,Padang,ID,-0.9492,100.3543,76.48,82,95,4.23,overcast clouds
463,Corinto,GR,37.9407,22.9573,56.68,80,100,1.01,overcast clouds
464,Gazli,UZ,40.1333,63.45,37.2,60,0,6.93,clear sky
465,Setermoen,NO,68.861,18.3486,11.53,90,88,7.61,overcast clouds
466,Miram Shah,PK,33.0086,70.0697,50.04,44,3,1.5,clear sky
467,Yermish,RU,54.7678,42.2711,12.69,98,13,7.14,few clouds
468,Mosquera,CO,4.7059,-74.2302,66.29,52,40,8.05,scattered clouds
469,Sibolga,ID,1.7427,98.7792,75.92,84,87,2.19,overcast clouds
470,Taoudenni,ML,22.6783,-3.9836,67.37,18,0,10.22,clear sky
471,Bilma,NE,18.6853,12.9164,66.09,16,0,8.14,clear sky
472,Lagoa,PT,39.05,-27.9833,60.26,88,99,21.81,overcast clouds
473,Nalut,LY,30.3333,10.85,55.78,30,98,9.93,overcast clouds
474,Miramar,US,25.9873,-80.2323,83.05,69,40,10.36,light rain
475,Alcantara,BR,-2.4089,-44.4147,84.4,79,65,9.8,light rain
476,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,85.64,71,97,1.01,overcast clouds
477,Formosa Do Rio Preto,BR,-11.0483,-45.1931,74.89,90,94,4.38,overcast clouds
478,Ulaangom,MN,49.9811,92.0667,-27.13,96,100,2.51,overcast clouds
479,Sao Felix Do Xingu,BR,-6.6447,-51.995,75.58,89,100,1.05,overcast clouds
480,Westport,US,41.1415,-73.3579,59.04,38,0,11.5,clear sky
481,Najran,SA,17.4924,44.1277,66.22,37,8,3.65,clear sky
482,Skibbereen,IE,51.55,-9.2667,46.2,90,100,12.68,overcast clouds
483,Nacala,MZ,-14.5428,40.6728,76.35,87,50,1.9,scattered clouds
484,Carutapera,BR,-1.195,-46.02,79.48,86,100,6.33,overcast clouds
485,Coxim,BR,-18.5067,-54.76,88.54,59,98,3.67,overcast clouds
486,Ajaccio,FR,42.0,8.9167,42.85,87,40,5.75,scattered clouds
487,Novobirilyussy,RU,56.9514,90.6661,-2.15,91,6,8.97,clear sky
488,Liverpool,GB,53.4106,-2.9779,49.71,89,40,13.8,scattered clouds
489,Shache,CN,38.4167,77.2406,38.71,32,100,5.14,overcast clouds
490,Boende,CD,-0.2167,20.8667,80.78,53,83,3.56,broken clouds
491,Nuuk,GL,64.1835,-51.7216,12.54,84,100,7.67,overcast clouds
492,Galway,IE,53.2719,-9.0489,48.15,83,100,15.14,overcast clouds
493,Sosnogorsk,RU,63.6023,53.8817,12.78,95,100,6.4,overcast clouds
494,Selty,RU,57.3132,52.1345,20.64,97,100,4.97,overcast clouds
495,Andenes,NO,69.3143,16.1194,26.58,74,14,18.41,few clouds
496,Den Helder,NL,52.9599,4.7593,40.96,69,100,18.41,overcast clouds
497,Bajil,YE,15.0584,43.2851,76.26,78,100,5.95,overcast clouds
498,Henniker,US,43.1798,-71.8223,53.01,49,66,15.35,broken clouds
499,Sergach,RU,55.5308,45.4661,17.62,96,90,7.4,light snow
500,Benguela,AO,-12.5763,13.4055,77.16,71,100,3.89,overcast clouds
501,Springfield,US,37.2153,-93.2982,34.03,43,0,13.8,clear sky
502,Mian Channun,PK,30.44,72.3543,54.93,41,0,7.36,clear sky
503,Carmarthen,GB,51.8555,-4.3054,50.38,96,100,12.97,overcast clouds
504,Leeuwarden,NL,53.2014,5.8086,39.99,73,100,13.8,overcast clouds
505,Lujan,AR,-34.5703,-59.105,74.01,55,1,4.0,clear sky
506,Mogwase,ZA,-25.185,27.2665,72.77,31,100,4.41,overcast clouds
507,Lerik,AZ,38.7726,48.4128,26.24,57,0,6.96,clear sky
508,Jizan,SA,17.3333,42.6667,78.24,74,7,7.56,clear sky
509,Gilgit,PK,35.9221,74.3087,24.21,56,71,2.55,broken clouds
510,Nantucket,US,41.2835,-70.0995,55.74,76,0,17.27,clear sky
511,Aljezur,PT,37.3191,-8.8033,54.0,89,100,6.38,overcast clouds
512,Derzhavinsk,KZ,51.1,66.3167,25.34,96,100,17.18,light snow
513,Sayat,TM,38.7839,63.8803,40.75,48,0,7.94,clear sky
514,Tucurui,BR,-3.7661,-49.6725,75.34,94,100,2.06,overcast clouds
515,Elat,IL,29.5581,34.9482,58.84,51,0,6.91,clear sky
516,Kisangani,CD,0.5167,25.2,78.1,60,100,0.38,overcast clouds
517,Karimganj,IN,24.8667,92.35,54.77,70,0,3.49,clear sky
518,Ipixuna,BR,-1.7625,-48.8043,80.55,67,66,4.52,broken clouds
519,Yellowknife,CA,62.456,-114.3525,-12.71,90,26,3.0,scattered clouds
520,Paraiso,CR,9.8383,-83.8656,81.88,46,51,7.18,broken clouds
521,Druzhba,UA,52.0428,33.9453,16.65,96,15,7.83,few clouds
522,Oranzherei,RU,45.8476,47.5663,42.76,72,100,9.8,overcast clouds
523,Bara,NG,10.3744,10.7288,77.52,16,33,8.46,scattered clouds
524,Pinega,RU,64.7001,43.3936,12.4,95,93,7.31,overcast clouds
525,Konibodom,TJ,40.2843,70.4426,37.17,96,100,3.36,overcast clouds
526,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,63.09,92,100,9.08,overcast clouds
527,Manoharpur,IN,27.3,75.95,56.35,38,0,2.48,clear sky
528,Saquisili,EC,-0.8333,-78.6667,62.33,74,77,3.67,broken clouds
529,Vila Praia De Ancora,PT,41.811,-8.8526,53.11,84,5,4.09,clear sky
530,Lafiagi,NG,8.8667,5.4167,86.36,10,14,3.8,few clouds
531,Aleksandrovsk,RU,59.158,57.5624,19.8,81,99,4.45,light snow
532,Raha,IN,26.2333,92.5167,57.78,74,0,4.38,clear sky
533,Turukhansk,RU,65.8167,87.9833,-12.1,80,1,8.61,clear sky
534,Adrar,MR,20.5022,-10.0711,67.89,19,48,9.57,scattered clouds
535,Umm Lajj,SA,25.0213,37.2685,68.68,25,0,24.47,clear sky
536,Cayey,PR,18.1119,-66.166,75.61,89,28,1.01,scattered clouds
537,Marfino,RU,55.7028,37.3822,26.85,63,0,13.42,clear sky
538,Urumqi,CN,43.801,87.6005,9.55,92,75,4.47,mist
539,Severodvinsk,RU,64.5635,39.8302,14.11,91,55,9.82,broken clouds
540,Yining,CN,29.0361,114.5636,40.35,95,100,3.74,overcast clouds
541,Kharan,PK,28.5833,65.4167,59.61,24,0,2.35,clear sky
542,Tarnos,FR,43.5417,-1.4628,50.14,87,0,3.44,clear sky
543,Vesyegonsk,RU,58.664,37.2604,26.06,89,100,12.62,overcast clouds
544,Chapais,CA,49.7834,-74.8492,-9.62,82,100,11.48,overcast clouds
545,Ardabil,IR,38.2498,48.2933,28.62,72,3,5.82,clear sky
546,Watsa,CD,3.0372,29.5355,73.67,35,92,1.25,overcast clouds
547,Buraydah,SA,26.326,43.975,51.44,38,0,9.26,clear sky
548,Inhambane,MZ,-23.865,35.3833,75.38,73,5,9.95,clear sky
549,Yarmouth,US,41.7057,-70.2286,62.58,71,0,13.8,clear sky
550,Bandarbeyla,SO,9.4942,50.8122,76.06,68,100,13.49,overcast clouds
551,Tempio Pausania,IT,40.8974,9.1035,44.8,81,68,6.93,broken clouds
552,Opuwo,NA,-18.0607,13.84,65.89,88,100,17.18,moderate rain
553,Kismayo,SO,-0.3582,42.5454,77.02,81,91,14.14,overcast clouds
554,Abu Kamal,SY,34.4506,40.9171,53.2,46,0,8.7,clear sky
555,Waterfoot,GB,53.6929,-2.2525,45.84,96,100,8.01,overcast clouds
556,Serafimovich,RU,49.5786,42.736,27.63,94,100,9.55,overcast clouds
557,Huarmey,PE,-10.0681,-78.1522,75.96,71,38,10.76,scattered clouds
558,Banda Aceh,ID,5.5577,95.3222,77.27,86,18,11.77,few clouds
559,Khalkhal,IR,37.6189,48.5258,22.84,65,3,0.54,clear sky
560,Batamshinskiy,KZ,50.5594,58.2747,22.14,90,93,20.36,overcast clouds
561,Puerto Leguizamo,CO,-0.1934,-74.7819,94.75,34,68,5.35,broken clouds
562,Sirjan,IR,29.452,55.6814,48.83,64,79,7.99,broken clouds
563,Bani Walid,LY,31.7566,13.9942,54.7,67,42,8.43,scattered clouds
564,Kirkwall,GB,58.9848,-2.9587,44.65,81,75,19.57,broken clouds
565,Rio Grande,BR,-32.035,-52.0986,77.11,95,100,7.09,light rain
566,Dali,CN,25.7,100.1833,38.77,80,1,3.24,clear sky
567,Kayes,ML,14.0,-11.0,81.18,9,6,7.74,clear sky
568,Champerico,GT,14.3,-91.9167,95.54,54,2,10.49,clear sky
569,Teya,RU,60.3778,92.6267,-16.92,100,40,2.1,scattered clouds
570,Soyo,AO,-6.1349,12.3689,78.73,87,30,8.1,scattered clouds
571,Puerto Escondido,MX,15.85,-97.0667,86.83,70,0,5.75,clear sky
572,Malacacheta,BR,-17.8422,-42.0767,69.57,94,100,3.74,moderate rain
573,Puerto Carreno,CO,6.189,-67.4859,96.15,32,80,6.33,broken clouds
574,Kintampo,GH,8.0563,-1.7306,85.98,28,30,3.31,scattered clouds
575,Akonolinga,CM,3.7667,12.25,73.71,26,23,0.72,few clouds
576,Tripoli,LY,32.8752,13.1875,56.79,64,1,6.11,clear sky
577,Kindu,CD,-2.95,25.95,71.15,92,100,4.05,overcast clouds
578,Lyuban,BY,52.7985,28.0048,28.54,77,9,9.78,clear sky
579,San Pedro De Lloc,PE,-7.4328,-79.5058,76.98,65,77,12.86,broken clouds
580,Saint Pete Beach,US,27.7253,-82.7412,86.47,57,0,3.44,clear sky
581,Butler,US,39.4501,-84.5666,31.01,80,100,10.36,overcast clouds
582,Fasa,IR,28.9383,53.6482,48.52,73,70,4.99,broken clouds
583,Pimentel,PE,-6.8367,-79.9342,80.89,54,0,14.97,clear sky
584,Rehoboth,NA,-23.3167,17.0833,72.72,63,99,2.84,light rain
585,Mizdah,LY,31.4451,12.9801,53.83,47,4,4.16,clear sky
586,Kralendijk,BQ,12.15,-68.2667,78.64,77,59,23.29,broken clouds
587,Ullapool,GB,57.8987,-5.1604,46.35,93,100,20.47,overcast clouds
588,Bereda,ES,43.2686,-7.5406,45.88,96,55,1.77,broken clouds
589,Colares,PT,38.7992,-9.4469,57.29,71,17,15.01,few clouds
590,Trinidad,BO,-14.8333,-64.9,82.74,81,100,1.74,moderate rain
591,Cieszyn,PL,49.7513,18.6321,31.91,77,5,5.28,clear sky
592,Boguchany,RU,58.3814,97.4531,-20.52,100,49,2.98,scattered clouds
593,Eseka,CM,3.65,10.7667,76.5,81,5,2.98,clear sky
594,Abu Zabad,SD,12.35,29.25,68.54,15,0,12.97,clear sky
595,Lincoln,US,40.8,-96.667,37.38,47,0,11.01,clear sky
596,Mont-De-Marsan,FR,44.0,-0.6667,52.45,94,0,2.3,clear sky
597,Grindavik,IS,63.8424,-22.4338,25.27,63,0,11.5,clear sky
598,Wajir,KE,1.7471,40.0573,87.13,22,74,13.51,broken clouds
599,Pando,UY,-34.7167,-55.95,67.17,77,100,17.27,overcast clouds
600,Tazovskiy,RU,67.4667,78.7,-7.38,92,6,14.83,clear sky
601,Chillicothe,US,39.3331,-82.9824,36.52,76,100,13.0,overcast clouds
602,Uyemskiy,RU,64.4743,40.8524,14.05,92,40,6.71,scattered clouds
603,Koshurnikovo,RU,54.1667,93.3,-14.87,100,29,2.59,scattered clouds
604,Porto Walter,BR,-8.2686,-72.7439,86.25,59,100,3.96,overcast clouds
605,San Carlos,VE,9.6612,-68.5827,93.51,32,66,3.31,broken clouds
606,Antalaha,MG,-14.9003,50.2788,73.94,90,40,5.35,scattered clouds
607,Nizwa,OM,22.9333,57.5333,66.78,36,0,0.45,clear sky
608,Gambela,ET,8.25,34.5833,86.9,37,96,2.1,overcast clouds
609,Acari,PE,-15.4311,-74.6158,81.36,57,26,11.01,scattered clouds
610,Nara,JP,34.6851,135.8049,41.97,57,80,3.58,broken clouds
611,Caluquembe,AO,-13.7833,14.6833,64.09,63,91,6.62,overcast clouds
612,Kui Buri,TH,12.0828,99.8543,74.77,87,20,4.36,few clouds
613,Takoradi,GH,4.8845,-1.7554,80.29,81,96,7.85,overcast clouds
614,Moyo,UG,3.6609,31.7247,80.56,27,38,4.14,scattered clouds
615,Hamadan,IR,34.7992,48.5146,29.19,82,4,0.92,clear sky
616,Omaha,US,41.2586,-95.9378,29.52,41,40,10.36,scattered clouds
